id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8811789,"Farm 1840, 15 minutes from the centre of Amsterdam",46163296,Raoul,,Noord-Oost,52.39602573549029,4.995210182661925,Entire home/apt,245,2,0,,,1,62
6943965,Spacious family house,6604622,Charlotte,,Noord-Oost,52.389066074531605,4.954847611182758,Entire home/apt,140,7,3,2015-11-01,0.28,1,6
5121714,200m2 met grote tuin en boomhut!,1122647,Jeannette,,Noord-Oost,52.3978052800146,4.924147226999714,Entire home/apt,200,4,3,2015-08-08,0.28,1,9
264628,Lovely Charming House in Amsterdam!,1388357,Karen,,Noord-Oost,52.383335931440406,5.0037078895760665,Entire home/apt,100,2,1,2015-12-31,0.19,1,220
11015568,Cosy appartment near A'dam central,57151856,Oscar,,Noord-Oost,52.398681489330905,4.936629219830892,Entire home/apt,87,4,2,2016-05-16,2,1,0
2842228,Your own appartment on wheels,3040748,Henk,,Noord-Oost,52.39390746619781,4.990683052314005,Entire home/apt,69,2,35,2016-05-12,1.40,10,340
5216536,Loft in parc in front of a pond ,9830464,Lotte,,Noord-Oost,52.39560914576572,4.934592034105179,Entire home/apt,112,2,19,2016-05-30,1.39,1,341
2353432,Lovely house +garden +free parking!,12018031,Marjolein & Ernst,,Noord-Oost,52.394770523573634,4.931712598174663,Entire home/apt,150,2,3,2016-01-02,0.13,1,167
8751830,Clean room in Amsterdam,8887625,Robin,,Noord-Oost,52.39901619556302,4.929945259732891,Private room,65,2,12,2016-05-28,1.53,1,56
8319109,"Modern, spacious house near centre",43683749,Imka,,Noord-Oost,52.38988386717861,4.95613818864362,Entire home/apt,300,1,0,,,1,59
6484413,NICE APARTMENT IN AMSTERDAM NORTH,33887116,John,,Noord-Oost,52.3984750825128,4.945117657937271,Entire home/apt,175,2,31,2016-05-15,2.54,1,358
6680635,Lovely family house in quiet street,34640268,Berber,,Noord-Oost,52.40692566617077,4.932043914310048,Entire home/apt,125,3,2,2016-01-03,0.19,1,13
1338633,Green Space and Calm in Amsterdam,7259166,Mirjam,,Noord-Oost,52.39446585299704,4.945133846763909,Private room,55,4,34,2016-05-19,1.03,1,321
12578052,2bdr appt 15 min. to centre + gardn,2527236,Janine,,Noord-Oost,52.39367184434401,4.954516652085803,Entire home/apt,120,5,0,,,3,57
10479859,House with view on the river!,54015357,Martijn,,Noord-Oost,52.387271962868404,4.956628002582922,Entire home/apt,255,1,0,,,1,15
3990045,"Groot, modern, mooi gezinshuis.",7736832,Robert,,Noord-Oost,52.408424733473126,4.934696987880022,Entire home/apt,200,2,5,2016-05-22,0.39,1,102
6417023,Amsterdam Countryside. Family house,18590000,Sander,,Noord-Oost,52.407576802693406,4.964702082604021,Entire home/apt,75,5,3,2015-08-15,0.28,1,0
839727,"Authentic ship ""Vrouwe Johanna""",4386675,Amsterdam,,Noord-Oost,52.374395868370634,4.979868851110586,Entire home/apt,360,3,4,2015-07-26,0.11,1,343
2647350,Spacious apartment nearby centre,10073786,Ferdie,,Noord-Oost,52.39841363309349,4.935346075450409,Entire home/apt,100,4,3,2014-06-23,0.12,1,73
2613187,B&B DE ZWARTE KAT,13381627,Dezwartekat,,Noord-Oost,52.39449780411922,4.945398676032854,Private room,68,2,70,2016-05-18,2.65,1,322
6611814,Your own birdsnest on wheels,3040748,Henk,,Noord-Oost,52.41324444611566,4.946152859586055,Entire home/apt,68,2,17,2016-05-16,1.41,10,331
5595867,Spacious room with private bathroom,224275,Arnoud,,Noord-Oost,52.39890501813169,4.950883451095282,Private room,60,2,17,2016-05-08,1.16,1,48
13164268,Welcome to our Amsterdam Paradise,2958832,Simone,,Noord-Oost,52.407597596944925,4.93092103519045,Entire home/apt,125,2,0,,,1,42
2940577,Detached family home in center,15013253,Heleen,,Noord-Oost,52.39831470621982,4.925242169361386,Entire home/apt,195,6,0,,,1,365
11459382,Simple room with double bed,60265303,Konstantine,,Noord-Oost,52.39825249017214,4.9286089892434815,Private room,53,1,1,2016-04-11,0.56,1,0
613088,Your own cottage in the countryside,3040748,Henk,,Noord-Oost,52.40991541897414,4.962910611730041,Entire home/apt,78,1,142,2016-05-08,3.09,10,278
11918974,Medium room near to the center,12328045,Eugene,,Noord-Oost,52.399368744177565,4.940408932941706,Private room,47,2,4,2016-05-16,2.18,3,156
13269364,Comfortable room 15 minutes to Amsterdam centre.,2527236,Janine,,Noord-Oost,52.39368433825244,4.955274494136902,Private room,55,2,0,,,3,35
12868845,Room for the easy traveller,67844968,Tim,,Noord-Oost,52.39514030789004,4.931766020678771,Private room,45,1,1,2016-05-21,1,3,363
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,,Noord-Oost,52.39549794275491,4.995761024623377,Private room,120,2,0,,,1,336
4773154,Apartment Amsterdam near central,16176192,Eli,,Noord-Oost,52.395983173748135,4.930587750688956,Entire home/apt,65,1,8,2015-11-10,0.53,1,365
4969675,Family dike house with great view,21077937,Hanneke,,Noord-Oost,52.38606915680533,4.957696521637744,Entire home/apt,150,6,1,2016-04-30,0.86,1,315
3036359,"Cosy House Boat, well located",14271525,Annelieke,,Noord-Oost,52.37701145680322,4.978152707300466,Entire home/apt,81,2,4,2016-03-08,0.57,1,206
11496001,Super locatie,60510703,Sandra,,Noord-Oost,52.401506615986385,4.937348672794831,Entire home/apt,135,1,0,,,1,356
1168916,Lovely Country side house Amsterdam,3289006,Ellen,,Noord-Oost,52.38361888809258,4.977971999672187,Entire home/apt,120,2,42,2016-04-15,1.23,2,88
12309072,Amsterdam Nord,66377477,Fabio,,Noord-Oost,52.404935423270466,4.928441704767568,Private room,69,5,0,,,1,117
3561418,Charming dike house with garden (2 kayaks/1 boat),17929296,"Ernst, Jessica & Madelief",,Noord-Oost,52.38655094788697,4.955695705146791,Entire home/apt,125,5,0,,,1,30
